Gambia,0.0767,0.1022,0.1022,0.0841,0.1,0.075,646.0782402,1532.910478,2839.204619,3934.409274,413.6906656,1270.596993,2431.445162,3321.444924,244.8615966,1036.421011,2049.841175,2775.33311,219.5776923,987.1893592,1924.833609,2595.95633,197.4419965,946.5675046,1819.782691,2450.036843,191.4388786,921.2037833,1779.487896,2393.964896,185.4982676,897.3427904,1741.251974,2341.736364
Georgia,0.0866,0.0866,0.0866,0.0488,0.1,0.075,746.3989957,1532.910478,2839.204619,3934.409274,443.3811116,1270.596993,2431.445162,3321.444924,251.7854422,1036.421011,2049.841175,2775.33311,222.2596652,987.1893592,1924.833609,2595.95633,198.4885741,946.5675046,1819.782691,2450.036843,191.8860665,921.2037833,1779.487896,2393.964896,185.6893447,897.3427904,1741.251974,2341.736364
Germany,0.0364,0.0364,0.0462,0.0488,0.1,0.075,632.1142439,1293.011307,3806.798721,3734.908051,409.5579487,1166.311495,2864.172161,3232.224077,243.8978424,999.1818114,2209.518713,2742.410354,219.2043791,971.4308346,1991.106573,2582.291987,197.2963197,939.8835535,1847.396786,2444.343292,191.376633,918.3258208,1791.438641,2391.500858,185.4716709,896.103603,1746.423982,2340.669985
Ghana,0.1119,0.1119,0.1119,0.0841,0.1,0.075,646.0782402,1532.910478,2839.204619,3934.409274,413.6906656,1270.596993,2431.445162,3321.444924,244.8615966,1036.421011,2049.841175,2775.33311,219.5776923,987.1893592,1924.833609,2595.95633,197.4419965,946.5675046,1819.782691,2450.036843,191.4388786,921.2037833,1779.487896,2393.964896,185.4982676,897.3427904,1741.251974,2341.736364
Greece,0.0645,0.0645,0.0895,0.0488,0.1,0.075,675.6311983,1293.011307,2695.9753,3734.908051,422.4370162,1166.311495,2367.39021,3232.224077,246.9012555,999.1818114,2026.204709,2742.410354,220.3677604,971.4308346,1915.023472,2582.291987,197.7503022,939.8835535,1815.69508,2444.343292,191.5706133,918.3258208,1777.718872,2391.500858,185.554556,896.103603,1740.486381,2340.669985
Guatemala,0.0804,0.0804,0.0804,0.0795,0.1,0.075,603.0836317,1438.433835,2432.606942,3368.067592,400.966189,1229.527473,2249.606731,3068.165852,241.8942343,1021.755539,1982.742259,2681.872385,218.4282753,980.9833665,1896.984708,2557.166158,196.9934632,943.9352435,1808.17883,2433.87406,191.2472267,920.0703895,1774.466012,2386.970015,185.4163774,896.8547759,1739.078619,2338.709141
Guinea,0.0767,0.1022,0.1022,0.0841,0.1,0.075,646.0782402,1532.910478,2839.204619,3934.409274,413.6906656,1270.596993,2431.445162,3321.444924,244.8615966,1036.421011,2049.841175,2775.33311,219.5776923,987.1893592,1924.833609,2595.95633,197.4419965,946.5675046,1819.782691,2450.036843,191.4388786,921.2037833,1779.487896,2393.964896,185.4982676,897.3427904,1741.251974,2341.736364
Guinea-Bissau,0.0767,0.1022,0.1022,0.0841,0.1,0.075,646.0782402,1532.910478,2839.204619,3934.409274,413.6906656,1270.596993,2431.445162,3321.444924,244.8615966,1036.421011,2049.841175,2775.33311,219.5776923,987.1893592,1924.833609,2595.95633,197.4419965,946.5675046,1819.782691,2450.036843,191.4388786,921.2037833,1779.487896,2393.964896,185.4982676,897.3427904,1741.251974,2341.736364
Guyana,0.0803,0.066,0.0803,0.0795,0.1,0.075,603.0836317,1438.433835,2432.606942,3368.067592,400.966189,1229.527473,2249.606731,3068.165852,241.8942343,1021.755539,1982.742259,2681.872385,218.4282753,980.9833665,1896.984708,2557.166158,196.9934632,943.9352435,1808.17883,2433.87406,191.2472267,920.0703895,1774.466012,2386.970015,185.4163774,896.8547759,1739.078619,2338.709141
Honduras,0.0654,0.0769,0.0921,0.0795,0.1,0.075,603.0836317,1438.433835,2432.606942,3368.067592,400.966189,1229.527473,2249.606731,3068.165852,241.8942343,1021.755539,1982.742259,2681.872385,218.4282753,980.9833665,1896.984708,2557.166158,196.9934632,943.9352435,1808.17883,2433.87406,191.2472267,920.0703895,1774.466012,2386.970015,185.4163774,896.8547759,1739.078619,2338.709141
Hungary,0.071,0.0847,0.0847,0.0488,0.1,0.075,811.3450902,1293.011307,2695.9753,3734.908051,462.6022438,1166.311495,2367.39021,3232.224077,256.267832,999.1818114,2026.204709,2742.410354,223.9959327,971.4308346,1915.023472,2582.291987,199.1661121,939.8835535,1815.69508,2444.343292,192.175569,918.3258208,1777.718872,2391.500858,185.813045,896.103603,1740.486381,2340.669985
Iceland,0.1163,0.1163,0.1163,0.0827,0.1,0.075,551.4901007,1293.011307,2695.9753,3734.908051,385.6968169,1166.311495,2367.39021,3232.224077,238.3333995,999.1818114,2026.204709,2742.410354,217.048975,971.4308346,1915.023472,2582.291987,196.4552233,939.8835535,1815.69508,2444.343292,191.0172443,918.3258208,1777.718872,2391.500858,185.3181092,896.103603,1740.486381,2340.669985
